,id,title,view,label,title_tokens,title_tokens_fdist,title_tokens_WSW,title_normalized,title_tokens_stemmed
60,60,tiga dimensi yang wajib dikuasai influencer muslimah catat,8606,populer,"['tiga', 'dimensi', 'yang', 'wajib', 'dikuasai', 'influencer', 'muslimah', 'catat']",<FreqDist with 8 samples and 8 outcomes>,"['dimensi', 'wajib', 'dikuasai', 'influencer', 'muslimah', 'catat']","['dimensi', 'wajib', 'dikuasai', 'influencer', 'muslimah', 'catat']","['dimensi', 'wajib', 'asai', 'influencer', 'muslimah', 'catat']"
61,61,menara garling benda sejarah kota malang segera jadi cagar budaya,11200,populer,"['menara', 'garling', 'benda', 'sejarah', 'kota', 'malang', 'segera', 'jadi', 'cagar', 'budaya']",<FreqDist with 10 samples and 10 outcomes>,"['menara', 'garling', 'benda', 'sejarah', 'kota', 'malang', 'cagar', 'budaya']","['menara', 'garling', 'benda', 'sejarah', 'kota', 'malang', 'cagar', 'budaya']","['menara', 'garling', 'benda', 'sejarah', 'kota', 'malang', 'cagar', 'budaya']"
62,62,sengketa kepemilikan sardo semakin meluas,6520,populer,"['sengketa', 'kepemilikan', 'sardo', 'semakin', 'meluas']",<FreqDist with 5 samples and 5 outcomes>,"['sengketa', 'kepemilikan', 'sardo', 'meluas']","['sengketa', 'kepemilikan', 'sardo', 'meluas']","['sengketa', 'milik', 'sardo', 'luas']"
63,63,rayakan skateboarding day peseluncur gelar atraksi di matos,11458,populer,"['rayakan', 'skateboarding', 'day', 'peseluncur', 'gelar', 'atraksi', 'di', 'matos']",<FreqDist with 8 samples and 8 outcomes>,"['rayakan', 'skateboarding', 'day', 'peseluncur', 'gelar', 'atraksi', 'matos']","['rayakan', 'skateboarding', 'day', 'peseluncur', 'gelar', 'atraksi', 'matos']","['raya', 'skateboarding', 'day', 'seluncur', 'gelar', 'atraksi', 'matos']"
64,64,jalan basuki rahmat belum ditutup total ini jawabannya,2958,populer,"['jalan', 'basuki', 'rahmat', 'belum', 'ditutup', 'total', 'ini', 'jawabannya']",<FreqDist with 8 samples and 8 outcomes>,"['jalan', 'basuki', 'rahmat', 'ditutup', 'total', 'jawabannya']","['jalan', 'basuki', 'rahmat', 'ditutup', 'total', 'jawabannya']","['jalan', 'basuki', 'rahmat', 'tutup', 'total', 'jawab']"
65,65,konsisten pemberdayaan zakat airlangga raih penghargaan baznas award,11662,populer,"['konsisten', 'pemberdayaan', 'zakat', 'airlangga', 'raih', 'penghargaan', 'baznas', 'award']",<FreqDist with 8 samples and 8 outcomes>,"['konsisten', 'pemberdayaan', 'zakat', 'airlangga', 'raih', 'penghargaan', 'baznas', 'award']","['konsisten', 'pemberdayaan', 'zakat', 'airlangga', 'raih', 'penghargaan', 'baznas', 'award']","['konsisten', 'daya', 'zakat', 'airlangga', 'raih', 'harga', 'baznas', 'award']"
66,66,lathifah yakin suara muslimat fatayat ladub ke nomor,6035,populer,"['lathifah', 'yakin', 'suara', 'muslimat', 'fatayat', 'ladub', 'ke', 'nomor']",<FreqDist with 8 samples and 8 outcomes>,"['lathifah', 'suara', 'muslimat', 'fatayat', 'ladub', 'nomor']","['lathifah', 'suara', 'muslimat', 'fatayat', 'ladub', 'nomor']","['lathifah', 'suara', 'muslimat', 'fatayat', 'ladub', 'nomor']"
67,67,malang plaza tutup pedagang handphone jualan di pinggir jalan,10326,populer,"['malang', 'plaza', 'tutup', 'pedagang', 'handphone', 'jualan', 'di', 'pinggir', 'jalan']",<FreqDist with 9 samples and 9 outcomes>,"['malang', 'plaza', 'tutup', 'pedagang', 'handphone', 'jualan', 'pinggir', 'jalan']","['malang', 'plaza', 'tutup', 'pedagang', 'handphone', 'jualan', 'pinggir', 'jalan']","['malang', 'plaza', 'tutup', 'dagang', 'handphone', 'jual', 'pinggir', 'jalan']"
68,68,agen brilink keagenan bank dorong inklusi keuangan di indonesia,10360,populer,"['agen', 'brilink', 'keagenan', 'bank', 'dorong', 'inklusi', 'keuangan', 'di', 'indonesia']",<FreqDist with 9 samples and 9 outcomes>,"['agen', 'brilink', 'keagenan', 'bank', 'dorong', 'inklusi', 'keuangan', 'indonesia']","['agen', 'brilink', 'keagenan', 'bank', 'dorong', 'inklusi', 'keuangan', 'indonesia']","['agen', 'brilink', 'agen', 'bank', 'dorong', 'inklusi', 'uang', 'indonesia']"
69,69,selamatkan trotoar di kota malang,12373,populer,"['selamatkan', 'trotoar', 'di', 'kota', 'malang']",<FreqDist with 5 samples and 5 outcomes>,"['selamatkan', 'trotoar', 'kota', 'malang']","['selamatkan', 'trotoar', 'kota', 'malang']","['selamat', 'trotoar', 'kota', 'malang']"
70,70,lindungi diri dengan asuransi milenial wajib tahu fakta ini,3717,populer,"['lindungi', 'diri', 'dengan', 'asuransi', 'milenial', 'wajib', 'tahu', 'fakta', 'ini']",<FreqDist with 9 samples and 9 outcomes>,"['lindungi', 'asuransi', 'milenial', 'wajib', 'fakta']","['lindungi', 'asuransi', 'milenial', 'wajib', 'fakta']","['lindung', 'asuransi', 'milenial', 'wajib', 'fakta']"
71,71,insipirasi kegiatan penghilang stress ramah kantong,14107,populer,"['insipirasi', 'kegiatan', 'penghilang', 'stress', 'ramah', 'kantong']",<FreqDist with 6 samples and 6 outcomes>,"['insipirasi', 'kegiatan', 'penghilang', 'stress', 'ramah', 'kantong']","['insipirasi', 'kegiatan', 'penghilang', 'stress', 'ramah', 'kantong']","['insipirasi', 'giat', 'hilang', 'stress', 'ramah', 'kantong']"
72,72,bts raih nominasi grammy awards pertama dalam sejarah,11335,populer,"['bts', 'raih', 'nominasi', 'grammy', 'awards', 'pertama', 'dalam', 'sejarah']",<FreqDist with 8 samples and 8 outcomes>,"['bts', 'raih', 'nominasi', 'grammy', 'awards', 'sejarah']","['bts', 'raih', 'nominasi', 'grammy', 'awards', 'sejarah']","['bts', 'raih', 'nominasi', 'grammy', 'awards', 'sejarah']"
73,73,wujudkan program sejuta rumah kadin akan kerjasama dengan pemerintah,12991,populer,"['wujudkan', 'program', 'sejuta', 'rumah', 'kadin', 'akan', 'kerjasama', 'dengan', 'pemerintah']",<FreqDist with 9 samples and 9 outcomes>,"['wujudkan', 'program', 'sejuta', 'rumah', 'kadin', 'kerjasama', 'pemerintah']","['wujudkan', 'program', 'sejuta', 'rumah', 'kadin', 'kerjasama', 'pemerintah']","['wujud', 'program', 'juta', 'rumah', 'kadin', 'kerjasama', 'perintah']"
74,74,satreskrim polresta malang periksa saksi pungli pemakaman covid,4952,populer,"['satreskrim', 'polresta', 'malang', 'periksa', 'saksi', 'pungli', 'pemakaman', 'covid']",<FreqDist with 8 samples and 8 outcomes>,"['satreskrim', 'polresta', 'malang', 'periksa', 'saksi', 'pungli', 'pemakaman', 'covid']","['satreskrim', 'polresta', 'malang', 'periksa', 'saksi', 'pungli', 'pemakaman', 'covid']","['satreskrim', 'polresta', 'malang', 'periksa', 'saksi', 'pungli', 'makam', 'covid']"
75,75,himpun dana dengan janji cuan tinggi oknum guru ditangkap polisi,15000,populer,"['himpun', 'dana', 'dengan', 'janji', 'cuan', 'tinggi', 'oknum', 'guru', 'ditangkap', 'polisi']",<FreqDist with 10 samples and 10 outcomes>,"['himpun', 'dana', 'janji', 'cuan', 'oknum', 'guru', 'ditangkap', 'polisi']","['himpun', 'dana', 'janji', 'cuan', 'oknum', 'guru', 'ditangkap', 'polisi']","['himpun', 'dana', 'janji', 'cuan', 'oknum', 'guru', 'tangkap', 'polisi']"
76,76,bahan alami menghilangkan komedo membandel,1491,populer,"['bahan', 'alami', 'menghilangkan', 'komedo', 'membandel']",<FreqDist with 5 samples and 5 outcomes>,"['bahan', 'alami', 'menghilangkan', 'komedo', 'membandel']","['bahan', 'alami', 'menghilangkan', 'komedo', 'membandel']","['bahan', 'alami', 'hilang', 'komedo', 'bandel']"
77,77,gojek targetkan zero emissions zero waste dan zero barriers di,14985,populer,"['gojek', 'targetkan', 'zero', 'emissions', 'zero', 'waste', 'dan', 'zero', 'barriers', 'di']",<FreqDist with 8 samples and 10 outcomes>,"['gojek', 'targetkan', 'zero', 'emissions', 'zero', 'waste', 'zero', 'barriers']","['gojek', 'targetkan', 'zero', 'emissions', 'zero', 'waste', 'zero', 'barriers']","['gojek', 'target', 'zero', 'emissions', 'zero', 'waste', 'zero', 'barriers']"
78,78,unira malang kuatkan tiga pilar demi cetak mahasiswa kompetitif,4106,populer,"['unira', 'malang', 'kuatkan', 'tiga', 'pilar', 'demi', 'cetak', 'mahasiswa', 'kompetitif']",<FreqDist with 9 samples and 9 outcomes>,"['unira', 'malang', 'kuatkan', 'pilar', 'cetak', 'mahasiswa', 'kompetitif']","['unira', 'malang', 'kuatkan', 'pilar', 'cetak', 'mahasiswa', 'kompetitif']","['unira', 'malang', 'kuat', 'pilar', 'cetak', 'mahasiswa', 'kompetitif']"
79,79,besok calon pejabat pemkot batu jalani uji gagasan dan wawancara,6492,populer,"['besok', 'calon', 'pejabat', 'pemkot', 'batu', 'jalani', 'uji', 'gagasan', 'dan', 'wawancara']",<FreqDist with 10 samples and 10 outcomes>,"['besok', 'calon', 'pejabat', 'pemkot', 'batu', 'jalani', 'uji', 'gagasan', 'wawancara']","['besok', 'calon', 'pejabat', 'pemkot', 'batu', 'jalani', 'uji', 'gagasan', 'wawancara']","['besok', 'calon', 'jabat', 'pemkot', 'batu', 'jalan', 'uji', 'gagas', 'wawancara']"
80,80,pasca jadi tempat pembunuhan rumah kosong gondanglegi makin angker,738,populer,"['pasca', 'jadi', 'tempat', 'pembunuhan', 'rumah', 'kosong', 'gondanglegi', 'makin', 'angker']",<FreqDist with 9 samples and 9 outcomes>,"['pasca', 'pembunuhan', 'rumah', 'kosong', 'gondanglegi', 'angker']","['pasca', 'pembunuhan', 'rumah', 'kosong', 'gondanglegi', 'angker']","['pasca', 'bunuh', 'rumah', 'kosong', 'gondanglegi', 'angker']"
81,81,lini belakang singo edan rawan kena hukuman akumulasi kartu,839,populer,"['lini', 'belakang', 'singo', 'edan', 'rawan', 'kena', 'hukuman', 'akumulasi', 'kartu']",<FreqDist with 9 samples and 9 outcomes>,"['lini', 'singo', 'edan', 'rawan', 'kena', 'hukuman', 'akumulasi', 'kartu']","['lini', 'singo', 'edan', 'rawan', 'kena', 'hukuman', 'akumulasi', 'kartu']","['lini', 'singo', 'edan', 'rawan', 'kena', 'hukum', 'akumulasi', 'kartu']"
82,82,perlambat laju covid mahasiswa um gelar riset lintas studi,9715,populer,"['perlambat', 'laju', 'covid', 'mahasiswa', 'um', 'gelar', 'riset', 'lintas', 'studi']",<FreqDist with 9 samples and 9 outcomes>,"['perlambat', 'laju', 'covid', 'mahasiswa', 'um', 'gelar', 'riset', 'lintas', 'studi']","['perlambat', 'laju', 'covid', 'mahasiswa', 'um', 'gelar', 'riset', 'lintas', 'studi']","['lambat', 'laju', 'covid', 'mahasiswa', 'um', 'gelar', 'riset', 'lintas', 'studi']"
83,83,walhi kritisi ranperda konservasi lingkungan dan rth kota batu,9891,populer,"['walhi', 'kritisi', 'ranperda', 'konservasi', 'lingkungan', 'dan', 'rth', 'kota', 'batu']",<FreqDist with 9 samples and 9 outcomes>,"['walhi', 'kritisi', 'ranperda', 'konservasi', 'lingkungan', 'rth', 'kota', 'batu']","['walhi', 'kritisi', 'ranperda', 'konservasi', 'lingkungan', 'rth', 'kota', 'batu']","['walhi', 'kritisi', 'ranperda', 'konservasi', 'lingkung', 'rth', 'kota', 'batu']"
84,84,kuasai afghanistan taliban sebut tak ada balas dendam,11542,populer,"['kuasai', 'afghanistan', 'taliban', 'sebut', 'tak', 'ada', 'balas', 'dendam']",<FreqDist with 8 samples and 8 outcomes>,"['kuasai', 'afghanistan', 'taliban', 'balas', 'dendam']","['kuasai', 'afghanistan', 'taliban', 'balas', 'dendam']","['kuasa', 'afghanistan', 'talib', 'balas', 'dendam']"
85,85,kesembuhan pasien covid di malang melebihi persen mayoritas jalani isoman,2819,populer,"['kesembuhan', 'pasien', 'covid', 'di', 'malang', 'melebihi', 'persen', 'mayoritas', 'jalani', 'isoman']",<FreqDist with 10 samples and 10 outcomes>,"['kesembuhan', 'pasien', 'covid', 'malang', 'melebihi', 'persen', 'mayoritas', 'jalani', 'isoman']","['kesembuhan', 'pasien', 'covid', 'malang', 'melebihi', 'persen', 'mayoritas', 'jalani', 'isoman']","['sembuh', 'pasien', 'covid', 'malang', 'lebih', 'persen', 'mayoritas', 'jalan', 'isoman']"
86,86,unisma berharap kepemimpinan nu bisa jadi lokomotif perubahan,9294,populer,"['unisma', 'berharap', 'kepemimpinan', 'nu', 'bisa', 'jadi', 'lokomotif', 'perubahan']",<FreqDist with 8 samples and 8 outcomes>,"['unisma', 'berharap', 'kepemimpinan', 'nu', 'lokomotif', 'perubahan']","['unisma', 'berharap', 'kepemimpinan', 'nu', 'lokomotif', 'perubahan']","['unisma', 'harap', 'pimpin', 'nu', 'lokomotif', 'ubah']"
87,87,sanusi janji semua jalan desa muluslus,14932,populer,"['sanusi', 'janji', 'semua', 'jalan', 'desa', 'muluslus']",<FreqDist with 6 samples and 6 outcomes>,"['sanusi', 'janji', 'jalan', 'desa', 'muluslus']","['sanusi', 'janji', 'jalan', 'desa', 'muluslus']","['sanusi', 'janji', 'jalan', 'desa', 'muluslus']"
88,88,pmm umm kelompok gelombang beri edukasi iptek di pa nurul hidayah junrejo,824,populer,"['pmm', 'umm', 'kelompok', 'gelombang', 'beri', 'edukasi', 'iptek', 'di', 'pa', 'nurul', 'hidayah', 'junrejo']",<FreqDist with 12 samples and 12 outcomes>,"['pmm', 'umm', 'kelompok', 'gelombang', 'edukasi', 'iptek', 'pa', 'nurul', 'hidayah', 'junrejo']","['pmm', 'umm', 'kelompok', 'gelombang', 'edukasi', 'iptek', 'pa', 'nurul', 'hidayah', 'junrejo']","['pmm', 'umm', 'kelompok', 'gelombang', 'edukasi', 'iptek', 'pa', 'nurul', 'hidayah', 'junrejo']"
89,89,perbankan syariah uin malang jadi favorit calon maba jalur span ptkin,1730,populer,"['perbankan', 'syariah', 'uin', 'malang', 'jadi', 'favorit', 'calon', 'maba', 'jalur', 'span', 'ptkin']",<FreqDist with 11 samples and 11 outcomes>,"['perbankan', 'syariah', 'uin', 'malang', 'favorit', 'calon', 'maba', 'jalur', 'span', 'ptkin']","['perbankan', 'syariah', 'uin', 'malang', 'favorit', 'calon', 'maba', 'jalur', 'span', 'ptkin']","['perban', 'syariah', 'uin', 'malang', 'favorit', 'calon', 'maba', 'jalur', 'span', 'ptkin']"
90,90,menko airlangga kebijakan mandatori untungkan petani sawit,13896,populer,"['menko', 'airlangga', 'kebijakan', 'mandatori', 'untungkan', 'petani', 'sawit']",<FreqDist with 7 samples and 7 outcomes>,"['menko', 'airlangga', 'kebijakan', 'mandatori', 'untungkan', 'petani', 'sawit']","['menko', 'airlangga', 'kebijakan', 'mandatori', 'untungkan', 'petani', 'sawit']","['menko', 'airlangga', 'bijak', 'mandatori', 'untung', 'tani', 'sawit']"
91,91,klaster hajatan warga sumbermanjing wetan malang positif covid,7748,populer,"['klaster', 'hajatan', 'warga', 'sumbermanjing', 'wetan', 'malang', 'positif', 'covid']",<FreqDist with 8 samples and 8 outcomes>,"['klaster', 'hajatan', 'warga', 'sumbermanjing', 'wetan', 'malang', 'positif', 'covid']","['klaster', 'hajatan', 'warga', 'sumbermanjing', 'wetan', 'malang', 'positif', 'covid']","['klaster', 'hajat', 'warga', 'sumbermanjing', 'wetan', 'malang', 'positif', 'covid']"
92,92,guru di kota batu menolak divaksin bakal kena sanksi,6981,populer,"['guru', 'di', 'kota', 'batu', 'menolak', 'divaksin', 'bakal', 'kena', 'sanksi']",<FreqDist with 9 samples and 9 outcomes>,"['guru', 'kota', 'batu', 'menolak', 'divaksin', 'kena', 'sanksi']","['guru', 'kota', 'batu', 'menolak', 'divaksin', 'kena', 'sanksi']","['guru', 'kota', 'batu', 'tolak', 'vaksin', 'kena', 'sanksi']"
93,93,kipp ingatkan paslon pilbup malang taat aturan berkampanye,14110,populer,"['kipp', 'ingatkan', 'paslon', 'pilbup', 'malang', 'taat', 'aturan', 'berkampanye']",<FreqDist with 8 samples and 8 outcomes>,"['kipp', 'ingatkan', 'paslon', 'pilbup', 'malang', 'taat', 'aturan', 'berkampanye']","['kipp', 'ingatkan', 'paslon', 'pilbup', 'malang', 'taat', 'aturan', 'berkampanye']","['kipp', 'ingat', 'paslon', 'pilbup', 'malang', 'taat', 'atur', 'kampanye']"
94,94,bulan ini sma dempo malang buka pendaftaran ppdb,883,populer,"['bulan', 'ini', 'sma', 'dempo', 'malang', 'buka', 'pendaftaran', 'ppdb']",<FreqDist with 8 samples and 8 outcomes>,"['sma', 'dempo', 'malang', 'buka', 'pendaftaran', 'ppdb']","['sma', 'dempo', 'malang', 'buka', 'pendaftaran', 'ppdb']","['sma', 'dempo', 'malang', 'buka', 'daftar', 'ppdb']"
95,95,ppkm mikro di kota malang warga dirikan posko,3240,populer,"['ppkm', 'mikro', 'di', 'kota', 'malang', 'warga', 'dirikan', 'posko']",<FreqDist with 8 samples and 8 outcomes>,"['ppkm', 'mikro', 'kota', 'malang', 'warga', 'dirikan', 'posko']","['ppkm', 'mikro', 'kota', 'malang', 'warga', 'dirikan', 'posko']","['ppkm', 'mikro', 'kota', 'malang', 'warga', 'diri', 'posko']"
96,96,libur nataru wali kota batu ancam tutup usaha bagi pelanggar prokes,6955,populer,"['libur', 'nataru', 'wali', 'kota', 'batu', 'ancam', 'tutup', 'usaha', 'bagi', 'pelanggar', 'prokes']",<FreqDist with 11 samples and 11 outcomes>,"['libur', 'nataru', 'wali', 'kota', 'batu', 'ancam', 'tutup', 'usaha', 'pelanggar', 'prokes']","['libur', 'nataru', 'wali', 'kota', 'batu', 'ancam', 'tutup', 'usaha', 'pelanggar', 'prokes']","['libur', 'nataru', 'wali', 'kota', 'batu', 'ancam', 'tutup', 'usaha', 'langgar', 'prokes']"
97,97,pemkot malang kerahkan vaksinator di semua puskesmas,2868,populer,"['pemkot', 'malang', 'kerahkan', 'vaksinator', 'di', 'semua', 'puskesmas']",<FreqDist with 7 samples and 7 outcomes>,"['pemkot', 'malang', 'kerahkan', 'vaksinator', 'puskesmas']","['pemkot', 'malang', 'kerahkan', 'vaksinator', 'puskesmas']","['pemkot', 'malang', 'kerah', 'vaksinator', 'puskesmas']"
98,98,gopay dan bank jago hadirkan kemudahan akses perbankan digital,13269,populer,"['gopay', 'dan', 'bank', 'jago', 'hadirkan', 'kemudahan', 'akses', 'perbankan', 'digital']",<FreqDist with 9 samples and 9 outcomes>,"['gopay', 'bank', 'jago', 'hadirkan', 'kemudahan', 'akses', 'perbankan', 'digital']","['gopay', 'bank', 'jago', 'hadirkan', 'kemudahan', 'akses', 'perbankan', 'digital']","['gopay', 'bank', 'jago', 'hadir', 'mudah', 'akses', 'perban', 'digital']"
99,99,menguak bisnis hitam penjualan dokumen covid jelang mudik lebaran,8107,populer,"['menguak', 'bisnis', 'hitam', 'penjualan', 'dokumen', 'covid', 'jelang', 'mudik', 'lebaran']",<FreqDist with 9 samples and 9 outcomes>,"['menguak', 'bisnis', 'hitam', 'penjualan', 'dokumen', 'covid', 'jelang', 'mudik', 'lebaran']","['menguak', 'bisnis', 'hitam', 'penjualan', 'dokumen', 'covid', 'jelang', 'mudik', 'lebaran']","['uak', 'bisnis', 'hitam', 'jual', 'dokumen', 'covid', 'jelang', 'mudik', 'lebaran']"
100,100,covid melandai jumlah wajib pajak terdongkrak drastis,7339,populer,"['covid', 'melandai', 'jumlah', 'wajib', 'pajak', 'terdongkrak', 'drastis']",<FreqDist with 7 samples and 7 outcomes>,"['covid', 'melandai', 'wajib', 'pajak', 'terdongkrak', 'drastis']","['covid', 'melandai', 'wajib', 'pajak', 'terdongkrak', 'drastis']","['covid', 'landai', 'wajib', 'pajak', 'dongkrak', 'drastis']"
101,101,tiga bulan nyawa warga kota batu terengut covid,13724,populer,"['tiga', 'bulan', 'nyawa', 'warga', 'kota', 'batu', 'terengut', 'covid']",<FreqDist with 8 samples and 8 outcomes>,"['nyawa', 'warga', 'kota', 'batu', 'terengut', 'covid']","['nyawa', 'warga', 'kota', 'batu', 'terengut', 'covid']","['nyawa', 'warga', 'kota', 'batu', 'rengut', 'covid']"
102,102,kabar gembira lur kasus melandai pasien covid di isoter skb turun,4132,populer,"['kabar', 'gembira', 'lur', 'kasus', 'melandai', 'pasien', 'covid', 'di', 'isoter', 'skb', 'turun']",<FreqDist with 11 samples and 11 outcomes>,"['kabar', 'gembira', 'lur', 'melandai', 'pasien', 'covid', 'isoter', 'skb', 'turun']","['kabar', 'gembira', 'lur', 'melandai', 'pasien', 'covid', 'isoter', 'skb', 'turun']","['kabar', 'gembira', 'lur', 'landai', 'pasien', 'covid', 'isoter', 'skb', 'turun']"
103,103,virus covid serang hakim pengadilan belasan sidang pun ikutan tertunda,4818,populer,"['virus', 'covid', 'serang', 'hakim', 'pengadilan', 'belasan', 'sidang', 'pun', 'ikutan', 'tertunda']",<FreqDist with 10 samples and 10 outcomes>,"['virus', 'covid', 'serang', 'hakim', 'pengadilan', 'belasan', 'sidang', 'ikutan', 'tertunda']","['virus', 'covid', 'serang', 'hakim', 'pengadilan', 'belasan', 'sidang', 'ikutan', 'tertunda']","['virus', 'covid', 'serang', 'hakim', 'adil', 'bas', 'sidang', 'ikut', 'tunda']"
104,104,kesembuhan pasien covid di malang melebihi persen mayoritas jalani isoman,12884,populer,"['kesembuhan', 'pasien', 'covid', 'di', 'malang', 'melebihi', 'persen', 'mayoritas', 'jalani', 'isoman']",<FreqDist with 10 samples and 10 outcomes>,"['kesembuhan', 'pasien', 'covid', 'malang', 'melebihi', 'persen', 'mayoritas', 'jalani', 'isoman']","['kesembuhan', 'pasien', 'covid', 'malang', 'melebihi', 'persen', 'mayoritas', 'jalani', 'isoman']","['sembuh', 'pasien', 'covid', 'malang', 'lebih', 'persen', 'mayoritas', 'jalan', 'isoman']"
105,105,virus covid serang hakim pengadilan belasan sidang pun ikutan tertunda,7940,populer,"['virus', 'covid', 'serang', 'hakim', 'pengadilan', 'belasan', 'sidang', 'pun', 'ikutan', 'tertunda']",<FreqDist with 10 samples and 10 outcomes>,"['virus', 'covid', 'serang', 'hakim', 'pengadilan', 'belasan', 'sidang', 'ikutan', 'tertunda']","['virus', 'covid', 'serang', 'hakim', 'pengadilan', 'belasan', 'sidang', 'ikutan', 'tertunda']","['virus', 'covid', 'serang', 'hakim', 'adil', 'bas', 'sidang', 'ikut', 'tunda']"
106,106,meski korban covid melonjak jalanan tetap macet dan okupansi hotel naik,609,populer,"['meski', 'korban', 'covid', 'melonjak', 'jalanan', 'tetap', 'macet', 'dan', 'okupansi', 'hotel', 'naik']",<FreqDist with 11 samples and 11 outcomes>,"['korban', 'covid', 'melonjak', 'jalanan', 'macet', 'okupansi', 'hotel']","['korban', 'covid', 'melonjak', 'jalanan', 'macet', 'okupansi', 'hotel']","['korban', 'covid', 'lonjak', 'jalan', 'macet', 'okupansi', 'hotel']"
